ident,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,icao_code,iata_code
LFLW,medium_airport,Aurillac airport,44.891399,2.42194,2096,FR,Aurillac,LFLW,AUR
LFLX,medium_airport,Châteauroux Déols airport,46.860221,1.728326,529,FR,Châteauroux,LFLX,CHR
LFLY,medium_airport,Lyon Bron Airport,45.727947,4.943991,659,FR,"Chassieu, Lyon",LFLY,LYN
LFMA,small_airport,Aix Les Milles airport,43.506294,5.366426,367,FR,Aix en Provence,LFMA,
LFMD,medium_airport,Cannes Mandelieu Airport,43.547998,6.955176,13,FR,Cannes,LFMD,CEQ
LFMH,medium_airport,Saint-Étienne-Bouthéon Airport,45.5406,4.29639,1325,FR,"Andrézieux-Bouthéon, Loire",LFMH,EBU
LFMI,medium_airport,Istres-Le Tubé Air Base,43.522701,4.92384,82,FR,"Istres, Bouches-du-Rhône",LFMI,
LFMK,medium_airport,Carcassonne Salvaza Airport,43.216,2.30632,433,FR,Carcassonne,LFMK,CCF
LFML,large_airport,Marseille Provence Airport,43.438088,5.2125,74,FR,"Marignane, Bouches-du-Rhône",LFML,MRS
LFMN,large_airport,Nice-Côte d'Azur Airport,43.658401,7.21587,12,FR,"Nice, Alpes-Maritimes",LFMN,NCE
LFMP,medium_airport,Perpignan-Rivesaltes (Llabanère) Airport,42.740398,2.87067,144,FR,Perpignan/Rivesaltes,LFMP,PGF
LFMQ,medium_airport,Le Castellet Airport,43.252499,5.78519,1391,FR,"Le Castellet, Var",LFMQ,CTT
LFMR,small_airport,Barcelonnette - Saint-Pons Airfield,44.387198,6.608831,3714,FR,"Saint-Pons, Alpes-de-Haute-Provence",LFMR,BAE
LFMT,large_airport,Montpellier-Méditerranée Airport,43.576199,3.96301,17,FR,Montpellier/Méditerranée,LFMT,MPL
LFMU,medium_airport,Béziers Vias airport,43.323502,3.3539,56,FR,Béziers,LFMU,BZR
LFMV,medium_airport,Avignon Caumont airport,43.907299,4.90183,124,FR,Avignon,LFMV,AVN
LFNA,small_airport,Gap-Tallard Airfield,44.455002,6.03778,1986,FR,"Tallard, Hautes-Alpes",LFNA,GAT
LFNB,medium_airport,Mende-Brenoux Airfield,44.502102,3.53282,3362,FR,Mende/Brénoux,LFNB,MEN
LFNC,small_airport,Mont-Dauphin Saint-Crépin Airfield,44.701698,6.60028,2963,FR,"Saint-Crépin, Hautes-Alpes",LFNC,SCP
LFOB,large_airport,Beauvais-Tillé airport,49.454399,2.11278,359,FR,Beauvais,LFOB,BVA
LFOE,medium_airport,Évreux-Fauville (BA 105) Air Base,49.028702,1.21986,464,FR,"Fauville, Eure",LFOE,EVX
LFOH,medium_airport,Le Havre-Octeville Airport,49.534038,0.088406,313,FR,Le Havre,LFOH,LEH
LFOI,medium_airport,Abbeville-Buigny Baie de Somme Airfield,50.143501,1.831891,220,FR,Buigny-Saint-Maclou,LFOI,
LFOK,medium_airport,Chalons Vatry airport,48.77333,4.20611,587,FR,Chalons en Champagne,LFOK,XCR
LFOO,small_airport,Les Sables-d'Olonne Talmont Airport,46.476898,-1.72278,105,FR,Les Sables-d'Olonne,LFOO,LSO
LFOP,medium_airport,Rouen Vallée de Seine Airport,49.384887,1.179142,512,FR,Boos,LFOP,URO
LFOQ,small_airport,Blois Le Breuil Airfield,47.678502,1.20884,398,FR,Blois,LFOQ,
LFOT,medium_airport,Tours Val de Loire Airport,47.432201,0.727606,357,FR,"Tours, Indre-et-Loire",LFOT,TUF
LFOU,small_airport,Cholet Le Pontreau airfield,47.0821,-0.877064,443,FR,Cholet,LFOU,CET
LFOV,medium_airport,Laval-Entrammes Airport,48.032208,-0.743999,330,FR,"Laval, Mayenne",LFOV,LVA
LFOZ,small_airport,Orléans–Saint-Denis-de-l'Hôtel Airport,47.897758,2.164478,396,FR,"Saint-Denis-de-l'Hôtel, Loiret",LFOZ,ORE
LFPB,large_airport,Paris-Le Bourget International Airport,48.962276,2.436539,218,FR,Paris,LFPB,LBG
LFPC,medium_airport,Creil Air Base,49.253502,2.51914,291,FR,Creil,LFPC,CSF
LFPF,small_airport,Beynes Thiverval Airfield,48.843165,1.906279,371,FR,"Beynes, Yvelines",LFPF,
LFPG,large_airport,Charles de Gaulle International Airport,49.00896,2.554117,392,FR,"Paris (Roissy-en-France, Val-d'Oise)",LFPG,CDG
LFPK,small_airport,Coulommiers-Voisins Aerodrome,48.839602,3.008653,470,FR,"Pommeuse, Seine-et-Marne",LFPK,
LFPL,small_airport,Lognes Emerainville Airfield,48.821028,2.625967,359,FR,"Lognes, Seine-et-Marne",LFPL,
LFPN,medium_airport,Toussus-le-Noble Airport,48.7519,2.10619,538,FR,"Toussus-le-Noble, Yvelines",LFPN,TNF
LFPO,large_airport,Paris-Orly Airport,48.729499,2.358963,291,FR,"Paris (Orly, Val-de-Marne)",LFPO,ORY
LFPT,medium_airport,Pontoise-Cormeilles Aerodrome,49.096064,2.035543,325,FR,"Cormeilles-en-Vexin, Val-d'Oise",LFPT,POX
LFPX,small_airport,Chavenay-Villepreux Airfield,48.842323,1.9805,426,FR,"Chavenay, Yvelines",LFPX,
LFQG,medium_airport,Nevers-Fourchambault Airport,47.002913,3.113114,602,FR,"Marzy, Nièvre",LFQG,NVS
LFQM,small_airport,Besançon La Vèze Airfield,47.206615,6.083168,1271,FR,Besançon,LFQM,
LFQQ,large_airport,Lille Airport,50.566564,3.102429,157,FR,Lesquin,LFQQ,LIL
LFQT,medium_airport,Merville-Calonne Airport,50.618401,2.64224,61,FR,"Merville, Nord",LFQT,HZB
LFQV,medium_airport,Charleville-Mézières Ardennes-Etienne Riché Airfield,49.783901,4.64708,492,FR,Charleville-Mézières,LFQV,
LFQX,small_airport,Juvancourt Aerodrome,48.113977,4.819424,1145,FR,"Juvancourt, Aube",LFQX,
LFRB,large_airport,Brest Bretagne airport,48.447899,-4.41854,325,FR,Brest,LFRB,BES
LFRC,medium_airport,Cherbourg Manche airport,49.650101,-1.47028,459,FR,Cherbourg,LFRC,CER
LFRD,medium_airport,Dinard Pleurtuit Saint-Malo airport,48.5877,-2.07996,219,FR,Dinard,LFRD,DNR
LFRE,medium_airport,La Baule-Escoublac Airport,47.289398,-2.34639,105,FR,La Baule-Escoublac,LFRE,LBY
LFRF,medium_airport,Granville Airport,48.883099,-1.56417,45,FR,"Bréville-sur-Mer, Manche",LFRF,GFR
LFRG,medium_airport,Deauville Normandie airport,49.365237,0.154481,479,FR,Deauville,LFRG,DOL
LFRH,medium_airport,Lorient South Brittany (Bretagne Sud) Airport,47.760601,-3.44,160,FR,Lorient/Lann/Bihoué,LFRH,LRT
LFRI,medium_airport,La Roche-sur-Yon Les Ajoncs Airport,46.7019,-1.37863,299,FR,La Roche-sur-Yon,LFRI,EDM
LFRJ,medium_airport,Landivisiau Air Base,48.5303,-4.15164,348,FR,Landivisiau,LFRJ,LDV
LFRK,medium_airport,Caen Carpiquet airport,49.17678,-0.454883,256,FR,Caen,LFRK,CFR
LFRM,medium_airport,Le Mans-Arnage Airport,47.948604,0.201702,194,FR,"Le Mans, Sarthe",LFRM,LME
LFRN,medium_airport,Rennes-Saint-Jacques Airport,48.0695,-1.73479,124,FR,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",LFRN,RNS
LFRO,medium_airport,Lannion Airport,48.754398,-3.47166,290,FR,Lannion,LFRO,LAI
LFRQ,medium_airport,Quimper-Cornouaille Airport,47.973031,-4.169655,297,FR,Quimper/Pluguffan,LFRQ,UIP
LFRS,medium_airport,Nantes Atlantique Airport,47.153198,-1.61073,90,FR,Nantes,LFRS,NTE
LFRT,medium_airport,Saint-Brieuc-Armor Airport,48.538628,-2.853518,453,FR,"Trémuson, Côtes-d'Armor",LFRT,SBK
LFRU,medium_airport,Morlaix-Ploujean Airport,48.6031990051,-3.81577992439,272,FR,Morlaix/Ploujean,LFRU,MXN
LFRV,medium_airport,Vannes-Meucon Airport,47.723301,-2.71856,446,FR,Vannes/Meucon,LFRV,VNE
LFRZ,medium_airport,Saint-Nazaire-Montoir Airport,47.31142,-2.152634,13,FR,Saint-Nazaire/Montoir,LFRZ,SNR
LFSB,large_airport,EuroAirport Basel–Mulhouse–Freiburg,47.60068,7.521117,885,FR,Bâle / Mulhouse,LFSB,BSL
LFSD,medium_airport,Dijon Longvic airport,47.268902,5.09,726,FR,Dijon,LFSD,DIJ
LFSG,medium_airport,Épinal Mirecourt Airport,48.325001,6.06998,1084,FR,Épinal,LFSG,EPL
LFSL,medium_airport,Brive Souillac airport,45.039722,1.485556,1016,FR,Brive,LFSL,BVE
LFSN,medium_airport,Nancy-Essey Airport,48.692101,6.23046,751,FR,"Tomblaine, Meurthe-et-Moselle",LFSN,ENC
LFST,large_airport,Strasbourg Airport,48.5383,7.62823,505,FR,Strasbourg,LFST,SXB
LFTH,medium_airport,Toulon-Hyères Airport,43.097301,6.14603,7,FR,"Hyères, Var",LFTH,TLN
LFTW,medium_airport,Nîmes-Arles-Camargue Airport,43.757401,4.41635,309,FR,Nîmes/Garons,LFTW,FNI
LFTZ,small_airport,La Môle Airport,43.205399,6.482,59,FR,Saint-Tropez,LFTZ,LTT
LFVM,small_airport,Miquelon Airport,47.095501,-56.380299,10,PM,Miquelon,LFVM,MQC
LFVP,medium_airport,Saint-Pierre Pointe-Blanche Airport,46.762651,-56.17499,27,PM,Saint-Pierre,LFVP,FSP
LGAD,medium_airport,Andravida Air Base,37.9207,21.292601,55,GR,Andravida,LGAD,PYR
LGAL,medium_airport,Alexandroupoli Democritus Airport,40.8559,25.956301,24,GR,Alexandroupolis,LGAL,AXD
LGAV,large_airport,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,308,GR,Spata-Artemida,LGAV,ATH
LGBL,medium_airport,Nea Anchialos National Airport,39.219601,22.7943,83,GR,Nea Anchialos,LGBL,VOL
LGEL,medium_airport,Elefsis Air Base,38.063801,23.556,143,GR,Elefsina,LGEL,
LGHI,medium_airport,Chios Island National Airport,38.34320068359375,26.140600204467773,15,GR,Chios Island,LGHI,JKH
LGIK,small_airport,Ikaria Airport,37.6827011108,26.3470993042,79,GR,Ikaria Island,LGIK,JIK
LGIO,medium_airport,Ioannina King Pyrrhus National Airport,39.6964,20.8225,1558,GR,Ioannina,LGIO,IOA
LGIR,large_airport,Heraklion International Nikos Kazantzakis Airport,35.339699,25.1803,115,GR,Heraklion,LGIR,HER
LGKA,small_airport,Kastoria National Airport Aristotle,40.446301,21.2822,2167,GR,Argos Orestiko,LGKA,KSO
LGKC,small_airport,Kithira Airport,36.273978,23.016719,1045,GR,Kithira Island,LGKC,KIT
LGKF,medium_airport,Kefallinia Airport,38.12009811401367,20.500499725341797,59,GR,Kefallinia Island,LGKF,EFL
LGKJ,small_airport,Kastelorizo Airport,36.141701,29.576401,489,GR,Kastelorizo Island,LGKJ,KZS
LGKL,medium_airport,Kalamata Airport,37.06829833984375,22.02549934387207,26,GR,Kalamata,LGKL,KLX
LGKM,small_airport,Kavala Amygdaleon Lydia Airfield,40.972801,24.3414,199,GR,Amygdaleonas,LGKM,
LGKO,large_airport,"Kos International Airport ""Ippokratis""",36.794523,27.09115,412,GR,Kos Island,LGKO,KGS
LGKP,medium_airport,Karpathos Airport,35.421398,27.146,66,GR,Karpathos Island,LGKP,AOK
LGKR,large_airport,Corfu Ioannis Kapodistrias International Airport,39.60145,19.912179,6,GR,Kerkyra (Corfu),LGKR,CFU
LGKS,small_airport,Kasos Airport,35.4213981628,26.909999847399998,35,GR,Kasos Island,LGKS,KSJ
LGKV,large_airport,Kavala Alexander the Great International Airport,40.9133,24.6192,18,GR,Kavala,LGKV,KVA
LGKY,small_airport,Kalymnos Airport,36.9632987976,26.9405994415,771,GR,Kalymnos Island,LGKY,JKL
LGKZ,medium_airport,Kozani National Airport Filippos,40.286098,21.840799,2059,GR,Kozani,LGKZ,KZI
LGLE,small_airport,Leros Airport,37.184898,26.800301,39,GR,Leros Island,LGLE,LRS
LGLM,small_airport,Limnos Airport,39.917098999,25.236299514799995,14,GR,Limnos Island,LGLM,LXS
LGLR,small_airport,Larissa Air Base,39.650253,22.4655,241,GR,Larissa,LGLR,LRA
LGMG,small_airport,Megara Air Base,37.981098,23.3654,12,GR,Megara,LGMG,
LGMK,medium_airport,Mykonos Island National Airport,37.435101,25.348101,405,GR,Mykonos,LGMK,JMK
LGML,small_airport,Milos Airport,36.696899,24.4769,10,GR,Milos Island,LGML,MLO
LGMT,medium_airport,Mytilene International Airport,39.057406,26.598629,60,GR,Mytilene,LGMT,MJT
LGNX,small_airport,Naxos Island National Airport,37.0811,25.368099,10,GR,Naxos,LGNX,JNX
LGPA,small_airport,Paros National Airport,37.020495,25.113195,131,GR,Paros,LGPA,PAS
LGPL,small_airport,Astypalaia Airport,36.5798988342,26.3757991791,165,GR,Astypalaia Island,LGPL,JTY
LGPZ,medium_airport,Aktion National Airport,38.925499,20.765301,11,GR,Preveza,LGPZ,PVK
LGRD,small_airport,Maritsa Air Base,36.383099,28.1089,204,GR,Rhodes Island,LGRD,
LGRP,large_airport,"Rhodes International Airport ""Diagoras""",36.405399,28.086201,17,GR,Rhodes,LGRP,RHO
LGRX,medium_airport,Patras Araxos Agamemnon Airport,38.1511,21.4256,46,GR,Patras,LGRX,GPA
LGSA,large_airport,Chania International Airport,35.531207,24.150673,490,GR,Souda,LGSA,CHQ
LGSD,small_airport,Sedes Air Base,40.5331,23.025299,85,GR,Sedes,LGSD,
LGSK,medium_airport,Skiathos Island National Airport,39.177101,23.5037,54,GR,Skiathos,LGSK,JSI
LGSM,medium_airport,Samos Airport,37.689999,26.911699,19,GR,Samos Island,LGSM,SMI
LGSO,small_airport,Syros Airport,37.4227981567,24.950899124099998,236,GR,Syros Island,LGSO,JSY
LGSR,large_airport,Santorini International Airport,36.400045,25.478638,127,GR,Santorini Island,LGSR,JTR
LGST,medium_airport,Sitia Airport,35.21609878540039,26.101299285888672,376,GR,Crete Island,LGST,JSH
LGSY,small_airport,Skiros Airport,38.9676017761,24.4871997833,44,GR,Skiros Island,LGSY,SKU
LGTG,medium_airport,Tanagra Air Base,38.339802,23.565001,495,GR,Tanagra,LGTG,
LGTS,large_airport,Thessaloniki Macedonia International Airport,40.51928,22.970009,22,GR,Thessaloniki,LGTS,SKG
LGZA,medium_airport,Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,12,GR,Zakynthos,LGZA,ZTH
LHBO,small_airport,Bácsbokod Airfield,46.153445,19.149051,512,HU,Bácsbokod,LHBO,
LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.43018,19.262393,495,HU,Budapest,LHBP,BUD
LHBS,small_airport,Budaörs Airfield,47.451099,18.9806,413,HU,Budaörs,LHBS,
LHCL,small_airport,Cegléd Airfield,47.162621,19.877401,315,HU,Cegléd,LHCL,
LHDC,large_airport,Debrecen International Airport,47.489469,21.616278,359,HU,Debrecen,LHDC,DEB
LHDK,small_airport,Dunakeszi Airfield,47.613899,19.143299,397,HU,Dunakeszi,LHDK,
LHDV,small_airport,Dunaújváros Airfield,46.895802,18.9139,394,HU,Dunaújváros,LHDV,
LHEM,small_airport,Esztergom Ernő Rubik Airfield,47.756811,18.730459,342,HU,Esztergom,LHEM,
LHER,small_airport,Eger Apolló Airfield,47.9052,20.4055,790,HU,Eger,LHER,
LHFC,small_airport,Bodmér-Felcsút Airfield,47.444629,18.557102,492,HU,Bodmér,LHFC,
LHFH,small_airport,Farkashegy Airfield,47.486196,18.915263,690,HU,Farkashegy,LHFH,
LHFM,small_airport,Fertőszentmiklós Airfield,47.582802,16.8454,440,HU,Fertőszentmiklós,LHFM,
LHFP,small_airport,Piuszpuszta Airfield,47.744444,16.614167,486,HU,Fertőrákos,LHFP,
LHGD,small_airport,Gödöllő Airfield,47.571662,19.336796,715,HU,Gödöllő,LHGD,
LHGR,small_airport,Gyúró Airfield,47.391333,18.756989,640,HU,Gyúró,LHGR,
LHGY,small_airport,Gyöngyös Pipishegy Airfield,47.814279,19.976792,1150,HU,Gyöngyös,LHGY,
LHHH,small_airport,Hármashatárhegy Glider Field,47.551503,18.976386,960,HU,Budapest,LHHH,
LHHO,small_airport,Hajdúszoboszló Airfield,47.459717,21.390904,335,HU,Hajdúszoboszló,LHHO,
LHJK,small_airport,Jakabszállás Airfield,46.747855,19.604754,348,HU,Jakabszállás,LHJK,
LHKD,small_airport,Kecskéd Airfield,47.517121,18.325024,570,HU,Kecskéd,LHKD,
LHKE,medium_airport,Kecskemét Air Base,46.9175,19.749201,376,HU,Kecskemét,LHKE,
LHMR,small_airport,Maklár Airfield,47.811857,20.422254,424,HU,Maklár,LHMR,
LHPP,large_airport,Pécs-Pogány International Airport,45.988891,18.242044,651,HU,Pécs,LHPP,PEV
LHPR,medium_airport,Győr-Pér Airport,47.628436,17.804718,424,HU,Győr,LHPR,
LHSI,small_airport,Sitke Airfield,47.234558,17.027178,,HU,Sitke,LHSI,
LHSK,small_airport,Siófok-Kiliti Airfield,46.856899,18.0958,417,HU,Siófok-Kiliti,LHSK,
LHSM,medium_airport,Hévíz–Balaton Airport,46.686391,17.159084,408,HU,Sármellék,LHSM,SOB
LHSN,medium_airport,Szolnok Air Base,47.122897,20.2355,322,HU,Szolnok,LHSN,
LHSS,small_airport,Szolnok-Szandai Airfield,47.142879,20.197313,266,HU,Szolnok,LHSS,
LHSU,small_airport,Surjány Airfield,47.199968,20.481934,282,HU,Törökszentmiklós,LHSU,
LHSY,small_airport,Szombathely Airfield,47.279999,16.6264,732,HU,Szombathely,LHSY,
LHSZ,small_airport,Szentes Aerodrome,46.612511,20.283197,259,HU,Szentes,LHSZ,
LHTL,medium_airport,Tököl Airport,47.345299,18.980801,318,HU,Tököl,LHTL,
LHTM,small_airport,Tápiószentmárton Airfield,47.313865,19.773853,331,HU,Tápiószentmárton,LHTM,
LHUD,small_airport,Szeged Airport,46.245127,20.092217,249,HU,Szeged,LHUD,
LHUH,small_airport,Úrhida,47.128198,18.312986,633,HU,Úrhida,LHUH,
LHVE,small_airport,Veresegyház Airfield,47.638107,19.255007,,HU,Veresegyház,LHVE,
LHZA,small_airport,Zalaegerszeg Andráshida Airfield,46.884701,16.7889,617,HU,Zalaegerszeg,LHZA,
LHZK,small_airport,Zalakaros Airfield,46.5539,17.15118,370,HU,Zalakaros,LHZK,
LIAA,small_airport,"Aviosuperficie ""Alvaro Leonardi""",42.573333,12.584444,374,IT,Terni,LIAA,
LIAF,small_airport,Foligno Airfield,42.9328,12.71237,730,IT,Foligno (PG),LIAF,
LIAL,small_airport,Sant'Illuminato Airfield,43.354901,12.21807,984,IT,Città di Castello (PG),LIAL,
LIAP,small_airport,L'Aquila–Preturo Airport,42.379902,13.3092,2211,IT,L'Aquila,LIAP,
LIAQ,small_airport,Aquino Airfield,41.491983,13.719342,361,IT,Aquino,LIAQ,
LIAR,small_airport,Furbara Air Base,41.994141,12.013544,21,IT,Fubara,LIAR,
LIAT,small_airport,Valdera Airfield,43.592164,10.696294,39,IT,Capannoli (PI),LIAT,
LIAU,small_airport,Capua Airport,41.116001,14.178,64,IT,Capua,LIAU,
LIBA,medium_airport,Amendola Air Base,41.538443,15.717181,183,IT,San Giovanni Rotondo (FG),LIBA,
LIBC,medium_airport,Crotone Sant'Anna Pythagoras Airport,38.9972,17.0802,522,IT,Isola di Capo Rizzuto (KR),LIBC,CRV
LIBD,large_airport,Bari Karol Wojtyła International Airport,41.138901,16.760599,193,IT,Bari,LIBD,BRI
LIBF,medium_airport,Foggia Gino Lisa Airport,41.433596,15.534566,265,IT,Foggia (FG),LIBF,FOG
LIBG,medium_airport,Taranto-Grottaglie Marcello Arlotta Airport,40.517502,17.4032,215,IT,Grottaglie,LIBG,TAR
LIBN,medium_airport,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,40.239201,18.133301,156,IT,Galatina (LE),LIBN,LCC
LIBP,large_airport,Abruzzo Airport,42.431079,14.182981,48,IT,Pescara,LIBP,PSR
LIBR,large_airport,Brindisi Airport,40.6576,17.947001,47,IT,Brindisi,LIBR,BDS
LIBV,medium_airport,Gioia del Colle Antonio Ramirez Air Base,40.767799,16.9333,1187,IT,Gioia del Colle (BA),LIBV,
LICA,large_airport,Lamezia Terme Sant'Eufemia International Airport,38.906214,16.246007,39,IT,Lamezia Terme (CZ),LICA,SUF
LICB,medium_airport,Comiso Airport,36.99583,14.60889,756,IT,Comiso,LICB,CIY
LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,39,IT,Catania,LICC,CTA
LICD,medium_airport,Lampedusa Airport,35.497898,12.6181,70,IT,Lampedusa,LICD,LMP
LICG,medium_airport,Pantelleria Airport,36.816502,11.9689,628,IT,Pantelleria (TP),LICG,PNL
LICJ,large_airport,Falcone–Borsellino Airport,38.175999,13.091,65,IT,Palermo,LICJ,PMO
LICP,medium_airport,Palermo-Boccadifalco Airport,38.115919,13.31337,345,IT,Palermo,LICP,
LICR,medium_airport,Reggio Calabria Airport,38.071201,15.6516,96,IT,Reggio Calabria,LICR,REG
LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,25,IT,Trapani (TP),LICT,TPS
LICZ,medium_airport,Sigonella Navy Air Base,37.401699,14.9224,79,IT,Sigonella (CT),LICZ,
LIDA,small_airport,Asiago Romeo Sartori Airfield,45.886155,11.515861,3409,IT,Asiago (VI),LIDA,
LIDB,small_airport,Belluno Arturo dell'Oro Airport,46.166549,12.250389,1240,IT,Belluno (BL),LIDB,BLX
LIDC,small_airport,Cà Negra Private Airstrip,45.08608,12.161455,1,IT,Loreo (RO),LIDC,
LIDE,small_airport,Reggio Emilia Airport,44.698039,10.664885,152,IT,Reggio Emilia (RE),LIDE,
LIDF,small_airport,Fano Airfield,43.824032,13.02588,54,IT,Fano (PU),LIDF,
LIDG,small_airport,Lugo Francesco Baracca Airfield,44.397476,11.854777,62,IT,Lugo,LIDG,
LIDH,small_airport,Thiene Arturo Ferrarin Airfield,45.67783,11.496306,335,IT,Thiene (VI),LIDH,
LIDL,small_airport,Legnago Airfield,45.130116,11.293218,30,IT,Vangadizza (VR),LIDL,
LIDP,small_airport,Pavullo Airfield,44.322222,10.831667,2244,IT,Pavullo (MO),LIDP,
LIDR,small_airport,Ravenna Airport,44.364291,12.224996,1,IT,Ravenna (RA),LIDR,RAN
LIDT,medium_airport,Trento-Mattarello Airport,46.023333,11.125,610,IT,Trento (TN),LIDT,
LIDU,small_airport,Carpi-Budrione Airfield,44.833231,10.871186,69,IT,Carpi (MO),LIDU,
LIDV,small_airport,Prati Vecchi d'Aguscello Airfield,44.790884,11.671901,20,IT,Ferrara (FE),LIDV,
LIDW,small_airport,Luciano Narder Airfield,45.6992,12.5431,7,IT,Campo di Pietra (TV),LIDW,
LIEA,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,87,IT,Alghero,LIEA,AHO
LIED,medium_airport,Decimomannu Air Base,39.354198,8.97248,100,IT,Decimomannu,LIED,DCI
LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,13,IT,Cagliari,LIEE,CAG
LIEO,large_airport,Olbia Costa Smeralda Airport,40.898953,9.518457,37,IT,Olbia (SS),LIEO,OLB
LIER,small_airport,Oristano-Fenosu Airport,39.895308,8.642661,36,IT,Oristano,LIER,FNU
LIET,medium_airport,Tortolì Airport,39.9188,9.68298,23,IT,Arbatax,LIET,
LIKD,small_airport,Torraccia Airfield,43.948895,12.511411,787,SM,Torraccia,LIKD,
LILI,small_airport,Vercelli Airport,45.311111,8.4175,417,IT,Vercelli (VC),LILI,
LILN,medium_airport,Varese-Venegono Airport,45.742199,8.888233,1100,IT,Venegono Superiore (VA),LILN,
LILO,small_airport,Caiolo Sondrio Airfield,46.154448,9.79507,899,IT,Caiolo (SO),LILO,
LILV,small_airport,Valbrembo Airfield,45.719864,9.593954,745,IT,Valbrembo (BG),LILV,
LILY,seaplane_base,Como (Idroscalo - Water Ad) Hidroport,45.814701,9.06972,663,IT,Como (CO),LILY,
LIMA,medium_airport,Torino-Aeritalia Airport,45.084444,7.603056,943,IT,Torino (TO),LIMA,
LIMB,small_airport,Milano-Bresso Airfield,45.541389,9.202222,484,IT,Bresso (MI),LIMB,
LIMC,large_airport,Milan Malpensa International Airport,45.6306,8.72811,768,IT,Ferno (VA),LIMC,MXP
LIME,large_airport,Il Caravaggio International Airport,45.669362,9.708851,782,IT,Orio al Serio (BG),LIME,BGY
LIMF,large_airport,Turin Airport,45.200802,7.64963,989,IT,Caselle Torinese (TO),LIMF,TRN
LIMG,medium_airport,Riviera Villanova d'Albenga International Airport,44.050598,8.12743,148,IT,Villanova d'Albenga (SV),LIMG,
LIMJ,large_airport,Genoa Cristoforo Colombo Airport,44.412039,8.840732,13,IT,Genova (GE),LIMJ,GOA
LIML,large_airport,Milano Linate Airport,45.445099,9.27674,353,IT,Segrate (MI),LIML,LIN
LIMN,medium_airport,Cameri Air Base,45.529598,8.66922,586,IT,Cameri (NO),LIMN,
LIMP,medium_airport,Parma Airport,44.826351,10.29705,161,IT,Parma (PR),LIMP,PMF
LIMS,medium_airport,Piacenza San Damiano Air Base,44.91442,9.722318,456,IT,San Damiano (PC),LIMS,
LIMW,medium_airport,Aosta Corrado Gex Airport,45.738552,7.3683,1791,IT,Saint-Christophe (AO),LIMW,AOT
LIMZ,medium_airport,Cuneo International Airport,44.547458,7.623045,1267,IT,Levaldigi (CN),LIMZ,CUF
LINF,small_airport,Fermano Airfield,43.226774,13.743299,49,IT,Fermo (FM),LINF,
